date,exalus,exbzus,excaus,exchus,exdnus,exhkus,exinus,exjpus,exkous,exmaus,exmxus,exnzus,exnous,exsius,exsfus,exslus,exsdus,exszus,extaus,exthus,exukus,exvzus
22/09/2010,1.0487,1.7226,1.0325,6.7035,5.5652,7.7581,45.56,84.37,1150.00,3.0900,12.696,1.3598,5.9048,1.3258,7.0236,112.360,6.8608,0.9865,31.520,30.620,0.6390,4.289
23/09/2010,1.0484,1.7187,1.0307,6.7046,5.5830,7.7591,45.56,84.32,1150.65,3.0930,12.641,1.3661,5.9325,1.3262,7.0280,112.350,6.8868,0.9843,31.540,30.680,0.6360,4.289
24/09/2010,1.0434,1.7119,1.0262,6.7035,5.5285,7.7561,45.10,84.24,1154.20,3.0920,12.549,1.3624,5.8865,1.3226,7.0045,112.150,6.8200,0.9828,31.340,30.650,0.6318,4.289
27/09/2010,1.0393,1.7089,1.0260,6.6911,5.5272,7.7579,44.94,84.17,1146.00,3.0900,12.518,1.3605,5.9018,1.3217,7.0042,111.750,6.8380,0.9831,31.350,30.550,0.6309,4.289
28/09/2010,1.0338,1.7071,1.0305,6.6904,5.4862,7.7578,45.04,83.82,1145.50,3.0915,12.493,1.3537,5.8563,1.3180,6.9754,111.750,6.7649,0.9756,31.410,30.540,0.6326,4.289
29/09/2010,1.0294,1.7039,1.0300,6.6869,5.4643,7.7574,44.80,83.61,1139.00,3.0840,12.489,1.3546,5.8378,1.3150,6.9572,111.740,6.7144,0.9752,31.150,30.440,0.6324,4.289
30/09/2010,1.0373,1.6960,1.0293,6.6905,5.4791,7.7599,44.56,83.53,1140.10,3.0860,12.627,1.3644,5.8952,1.3162,6.9509,111.700,6.7626,0.9808,31.190,30.320,0.6357,4.289
01/10/2010,1.0299,1.6810,1.0214,6.6895,5.4182,7.7573,44.41,83.30,1130.25,3.0850,12.543,1.3472,5.8379,1.3117,6.9320,111.750,6.7117,0.9761,31.300,30.150,0.6318,4.289
04/10/2010,1.0346,1.6887,1.0235,6.6912,5.4449,7.7579,44.55,83.33,1122.25,3.0900,12.608,1.3490,5.8743,1.3143,7.0210,111.700,6.7725,0.9723,31.240,30.110,0.6310,4.289
05/10/2010,1.0310,1.6733,1.0169,6.6906,5.3867,7.7558,44.46,83.17,1129.85,3.0950,12.514,1.3358,5.8178,1.3098,6.8857,111.580,6.7018,0.9663,31.060,30.090,0.6283,4.289
06/10/2010,1.0224,1.6721,1.0073,6.6893,5.3516,7.7552,44.25,82.80,1117.40,3.0930,12.480,1.3252,5.7744,1.3072,6.8450,111.700,6.6991,0.9604,30.860,29.900,0.6288,4.289
07/10/2010,1.0188,1.6798,1.0167,6.6903,5.3542,7.7527,44.21,82.35,1114.00,3.0890,12.545,1.3340,5.8135,1.3075,6.8900,111.680,6.6572,0.9667,30.740,29.930,0.6277,4.289
08/10/2010,1.0136,1.6748,1.0138,6.6710,5.3552,7.7567,44.39,81.86,1120.70,3.1130,12.467,1.3254,5.8199,1.3055,6.8415,111.650,6.6730,0.9609,30.840,29.950,0.6269,4.289
11/10/2010,,,,,,,,,,,,,,,6.8415,,,,,,,
12/10/2010,1.0154,1.6697,1.0111,6.6733,5.3852,7.7586,44.55,81.74,1130.15,3.1070,12.429,1.3270,5.8764,1.3060,6.8710,111.600,6.6960,0.9593,30.980,29.940,0.6330,4.289
13/10/2010,1.0079,1.6574,1.0028,6.6634,5.3399,7.7599,44.35,81.81,1119.00,3.0915,12.371,1.3115,5.7990,1.3027,6.8100,111.700,6.6343,0.9588,30.840,29.830,0.6312,4.289
14/10/2010,1.0057,1.6633,1.0036,6.6505,5.2997,7.7578,44.05,81.44,1110.40,3.0820,12.416,1.3186,5.7426,1.2972,6.7900,111.700,6.5580,0.9530,30.660,29.790,0.6253,4.289
15/10/2010,1.0118,1.6576,1.0108,6.6397,5.3268,7.7573,44.15,81.32,1109.60,3.0820,12.415,1.3231,5.7939,1.2961,6.8125,111.750,6.6209,0.9562,30.660,29.790,0.6239,4.289
18/10/2010,1.0084,1.6632,1.0145,6.6440,5.3353,7.7569,44.26,81.16,1115.00,3.0955,12.421,1.3208,5.8244,1.2985,6.8660,111.670,6.6383,0.9558,30.750,29.850,0.6287,4.289
19/10/2010,1.0248,1.6914,1.0298,6.6444,5.3935,7.7595,44.30,81.60,1126.70,3.1070,12.463,1.3346,5.8981,1.3075,6.9370,111.800,6.7490,0.9702,30.890,29.960,0.6354,4.289
20/10/2010,1.0154,1.6749,1.0245,6.6518,5.3451,7.7626,44.25,81.14,1124.90,3.1200,12.403,1.3270,5.8326,1.3028,6.9192,111.670,6.6679,0.9615,30.830,29.880,0.6306,4.289
21/10/2010,1.0165,1.6930,1.0232,6.6502,5.3376,7.7638,44.25,81.16,1128.40,3.1045,12.389,1.3332,5.8266,1.2990,6.9160,111.700,6.6498,0.9642,30.740,29.810,0.6348,4.289
22/10/2010,1.0221,1.6948,1.0262,6.6583,5.3640,7.7648,44.52,81.48,1125.60,3.1130,12.402,1.3421,5.8173,1.2994,6.9526,111.640,6.6408,0.9792,30.830,29.920,0.6379,4.289
25/10/2010,1.0067,1.7078,1.0197,6.6579,5.3324,7.7578,44.39,80.61,1115.60,3.0920,12.328,1.3266,5.7794,1.2920,6.9200,111.650,6.5734,0.9711,30.420,29.820,0.6350,4.289
26/10/2010,1.0139,1.7053,1.0220,6.6625,5.3756,7.7583,44.54,81.28,1122.00,3.0950,12.382,1.3337,5.8529,1.2974,6.9271,111.670,6.7083,0.9824,30.650,29.880,0.6301,4.289
27/10/2010,1.0310,1.7164,1.0321,6.6805,5.4077,7.7587,44.40,81.55,1130.00,3.1060,12.465,1.3448,5.9003,1.3060,7.0720,111.530,6.7647,0.9893,30.740,29.970,0.6336,4.289
28/10/2010,1.0218,1.7119,1.0194,6.6867,5.3547,7.7561,44.36,80.99,1123.00,3.1080,12.406,1.3249,5.8842,1.2960,6.9900,111.600,6.7193,0.9834,30.630,29.920,0.6272,4.289
29/10/2010,1.0206,1.6982,1.0187,6.6707,5.3671,7.7515,44.44,80.48,1124.00,3.1100,12.342,1.3115,5.8785,1.2945,6.9755,111.600,6.7048,0.9850,30.600,29.920,0.6242,4.289
01/11/2010,1.0124,1.7042,1.0133,6.6892,5.3688,7.7515,44.36,80.66,1116.73,3.0900,12.342,1.3028,5.8667,1.2916,7.0050,111.650,6.6923,0.9935,30.500,29.850,0.6231,4.289
02/11/2010,1.0010,1.7033,1.0098,6.6775,5.3156,7.7510,44.00,80.80,1111.00,3.0875,12.301,1.2958,5.8480,1.2872,6.9150,111.650,6.6421,0.9782,30.450,29.790,0.6246,4.289
03/11/2010,1.0033,1.6985,1.0090,6.6758,5.3195,7.7504,44.38,81.41,1109.80,3.0840,12.296,1.2898,5.8507,1.2887,6.9090,111.650,6.6479,0.9793,30.420,29.760,0.6219,4.289
04/11/2010,0.9859,1.6790,1.0022,6.6609,5.2405,7.7501,44.08,80.61,1106.53,3.0820,12.237,1.2585,5.7307,1.2824,6.8110,111.550,6.5145,0.9629,30.170,29.670,0.6142,4.289
05/11/2010,0.9864,1.6831,1.0012,6.6550,5.3094,7.7506,43.90,81.35,1107.70,3.0820,12.212,1.2588,5.7645,1.2862,6.7930,111.400,6.5991,0.9580,30.190,29.610,0.6169,4.289
08/11/2010,0.9868,1.6974,1.0021,6.6791,5.3514,7.7506,44.29,81.14,1114.00,3.0910,12.246,1.2655,5.8040,1.2869,6.8500,111.480,6.6954,0.9642,30.180,29.580,0.6192,4.289
09/11/2010,0.9881,1.6987,1.0013,6.6424,5.3759,7.7508,44.25,81.15,1111.40,3.0950,12.216,1.2711,5.8116,1.2855,6.8354,111.580,6.6931,0.9646,30.140,29.490,0.6231,4.289
10/11/2010,0.9975,1.7090,1.0016,6.6335,5.4277,7.7505,44.28,82.53,1109.60,3.0870,12.256,1.2802,5.8828,1.2885,6.8960,111.620,6.7540,0.9739,30.120,29.580,0.6222,4.289
11/11/2010,,,,,,,,,,,,,,,6.8960,,,,,,,
12/11/2010,1.0095,1.7200,1.0079,6.6368,5.4407,7.7511,44.78,82.44,1127.20,3.1090,12.268,1.2877,5.9462,1.2934,6.9070,111.600,6.8407,0.9758,30.220,29.790,0.6184,4.289
15/11/2010,1.0097,1.7216,1.0064,6.6418,5.4744,7.7523,45.11,82.90,1134.70,3.1370,12.286,1.2870,5.9815,1.3009,6.9525,111.680,6.8656,0.9837,30.190,29.890,0.6225,4.289
16/11/2010,1.0251,1.7378,1.0231,6.6378,5.5149,7.7543,45.51,83.41,1129.80,3.1290,12.445,1.3031,6.0589,1.3046,7.0500,111.680,6.9486,0.9924,30.250,29.900,0.6297,4.289
17/11/2010,1.0182,1.7227,1.0205,6.6415,5.4989,7.7559,45.09,83.15,1143.75,3.1290,12.363,1.2953,6.0149,1.3017,7.0204,111.450,6.9169,0.9895,30.440,30.010,0.6273,4.289
18/11/2010,1.0111,1.7137,1.0172,6.6330,5.4744,7.7527,45.14,83.64,1129.90,3.1180,12.295,1.2865,5.9963,1.2963,7.0028,111.650,6.8791,0.9969,30.270,29.950,0.6246,4.289
19/11/2010,1.0156,1.7204,1.0206,6.6398,5.4604,7.7536,45.25,83.49,1131.15,3.1130,12.300,1.2868,5.9900,1.2980,7.0165,111.650,6.8709,0.9979,30.270,29.960,0.6265,4.289
22/11/2010,1.0135,1.7223,1.0187,6.6414,5.4774,7.7540,45.48,83.46,1126.00,3.1000,12.300,1.2952,6.0154,1.2981,6.9952,111.350,6.8924,0.9917,30.150,29.920,0.6277,4.289
23/11/2010,1.0277,1.7378,1.0240,6.6433,5.5686,7.7588,45.56,82.86,1162.00,3.1270,12.473,1.3127,6.1070,1.3129,7.0976,111.300,6.9856,0.9951,30.510,30.030,0.6320,4.289
24/11/2010,1.0181,1.7230,1.0110,6.6529,5.5796,7.7593,45.72,83.38,1146.00,3.1350,12.402,1.3115,6.0787,1.3085,7.0680,111.200,6.9420,0.9945,30.440,29.990,0.6340,4.289
25/11/2010,,,,,,,,,,,,,,,7.0680,,,,,,,
26/11/2010,1.0373,1.7268,1.0188,6.6675,5.6274,7.7634,45.82,84.08,1153.95,3.1525,12.494,1.3324,6.1563,1.3194,7.1210,111.420,6.9969,1.0016,30.460,30.260,0.6404,4.289
29/11/2010,1.0423,1.7282,1.0227,6.6600,5.6917,7.7656,45.80,84.34,1164.05,3.1500,12.567,1.3428,6.1988,1.3223,7.1671,111.400,7.0130,1.0012,30.520,30.180,0.6428,4.289
30/11/2010,1.0409,1.7146,1.0266,6.6670,5.7171,7.7649,45.83,83.56,1157.20,3.1650,12.454,1.3432,6.1871,1.3202,7.0855,111.350,7.0125,0.9985,30.470,30.170,0.6419,4.289
01/12/2010,1.0336,1.7030,1.0160,6.6630,5.6679,7.7665,45.29,84.00,1149.00,3.1500,12.374,1.3339,6.1362,1.3090,7.0100,111.140,6.9666,0.9997,30.370,30.040,0.6409,4.289
02/12/2010,1.0231,1.7015,1.0045,6.6609,5.6329,7.7659,45.09,83.53,1148.00,3.1510,12.347,1.3226,6.0776,1.3062,6.8865,111.220,6.9024,0.9901,30.340,30.010,0.6406,4.289
03/12/2010,1.0125,1.6859,1.0059,6.6628,5.5753,7.7616,44.90,82.73,1136.50,3.1460,12.355,1.3115,5.9936,1.3030,6.8537,111.230,6.8257,0.9764,30.220,30.030,0.6360,4.289
06/12/2010,1.0118,1.6848,1.0056,6.6483,5.6122,7.7612,44.89,82.70,1136.70,3.1430,12.387,1.3156,6.0156,1.3055,6.8870,111.150,6.8600,0.9848,30.140,30.010,0.6378,4.289
07/12/2010,1.0107,1.6809,1.0093,6.6455,5.5938,7.7630,44.70,83.04,1130.00,3.1430,12.426,1.3132,5.9751,1.3035,6.8800,111.100,6.8604,0.9828,30.080,29.980,0.6328,4.289
08/12/2010,1.0225,1.6901,1.0100,6.6616,5.6302,7.7680,45.00,84.16,1142.50,3.1445,12.436,1.3365,6.0289,1.3147,6.9321,110.850,6.8921,0.9879,30.160,30.100,0.6332,4.289
09/12/2010,1.0180,1.7064,1.0098,6.6549,5.6455,7.7731,45.13,83.85,1140.00,3.1400,12.473,1.3392,6.0446,1.3120,6.8855,110.830,6.9052,0.9846,30.160,30.060,0.6356,4.289
10/12/2010,1.0146,1.7183,1.0091,6.6550,5.6277,7.7737,45.10,83.87,1143.00,3.1310,12.454,1.3358,5.9929,1.3083,6.8401,110.900,6.8905,0.9796,30.170,30.040,0.6326,4.289
13/12/2010,1.0058,1.7054,1.0046,6.6652,5.5670,7.7780,45.18,83.57,1144.90,3.1380,12.386,1.3242,5.9232,1.3043,6.8420,110.840,6.8393,0.9668,30.010,30.030,0.6296,4.289
14/12/2010,1.0002,1.6945,1.0039,6.6563,5.5640,7.7727,45.01,83.52,1139.00,3.1270,12.363,1.3273,5.8890,1.3012,6.8251,110.710,6.8010,0.9610,29.890,29.990,0.6331,4.289
15/12/2010,1.0084,1.6979,1.0033,6.6541,5.5989,7.7757,45.38,84.04,1154.95,3.1360,12.397,1.3439,5.9385,1.3126,6.8260,110.850,6.8143,0.9619,29.870,30.050,0.6405,4.289
16/12/2010,1.0136,1.7048,1.0056,6.6635,5.6399,7.7771,45.54,84.23,1155.00,3.1350,12.450,1.3572,5.9665,1.3163,6.8380,111.000,6.8305,0.9660,29.850,30.130,0.6405,4.289
17/12/2010,1.0148,1.7134,1.0125,6.6545,5.6623,7.7768,45.16,84.15,1155.05,3.1320,12.429,1.3587,5.9998,1.3164,6.8625,111.050,6.8440,0.9707,29.900,30.130,0.6460,4.289
20/12/2010,1.0067,1.7081,1.0176,6.6745,5.6759,7.7756,45.40,83.72,1154.10,3.1435,12.412,1.3472,5.9847,1.3165,6.8425,111.150,6.8473,0.9638,29.920,30.150,0.6443,4.289
21/12/2010,1.0028,1.6970,1.0173,6.6580,5.6733,7.7735,45.19,83.76,1155.15,3.1330,12.371,1.3444,5.9730,1.3125,6.8100,111.200,6.8278,0.9585,29.850,30.140,0.6467,4.289
22/12/2010,0.9997,1.6958,1.0143,6.6450,5.6921,7.7789,45.05,83.56,1153.90,3.1300,12.331,1.3470,5.9988,1.3068,6.7900,111.180,6.8648,0.9503,29.820,30.140,0.6498,4.289
23/12/2010,0.9949,1.6938,1.0095,6.6450,5.6889,7.7778,45.06,82.97,1151.90,3.1150,12.335,1.3353,5.9803,1.3046,6.7401,110.890,6.8529,0.9620,29.820,30.140,0.6494,4.289
24/12/2010,,,,,,,,,,,,,,,6.7401,,,,,,,
27/12/2010,0.9974,1.6897,1.0086,6.6306,5.6678,7.7833,45.26,82.91,1148.90,3.0935,12.366,1.3371,5.9578,1.3005,6.7370,111.150,6.8315,0.9626,29.480,30.160,0.6501,4.289
28/12/2010,0.9889,1.6898,1.0006,6.6247,5.6796,7.7803,45.00,82.21,1143.00,3.0930,12.362,1.3238,5.9555,1.2967,6.6900,110.900,6.8630,0.9516,29.460,30.160,0.6510,4.289
29/12/2010,0.9849,1.6810,1.0004,6.6200,5.6546,7.7821,44.97,81.90,1143.00,3.0880,12.360,1.3065,5.9271,1.2942,6.6490,110.930,6.8247,0.9496,29.280,30.150,0.6467,4.289
30/12/2010,0.9879,1.6631,1.0009,6.6000,5.6183,7.7810,44.80,81.67,1130.60,3.0820,12.383,1.3009,5.8904,1.2885,6.6700,110.900,6.7571,0.9369,29.140,30.160,0.6497,4.289
31/12/2010,,,,,,,,,,,,,,,6.6700,,,,,,,
03/01/2011,0.9804,1.6452,0.9903,6.5895,5.5724,7.7683,44.59,81.56,1124.30,3.0635,12.254,1.2880,5.8244,1.2842,6.6110,110.900,6.6916,0.9329,29.080,30.050,0.6456,4.289
04/01/2011,0.9956,1.6687,0.9985,6.6065,5.6013,7.7694,44.90,81.96,1124.20,3.0635,12.255,1.3034,5.8691,1.2874,6.6922,110.800,6.7284,0.9478,29.170,30.080,0.6416,4.289
05/01/2011,0.9997,1.6694,0.9946,6.5850,5.6582,7.7704,45.35,83.22,1127.30,3.0660,12.196,1.3127,5.9028,1.2911,6.7185,110.800,6.7653,0.9644,29.170,30.200,0.6453,4.289
06/01/2011,1.0041,1.6880,0.9953,6.6260,5.7193,7.7735,45.15,83.15,1121.00,3.0700,12.236,1.3177,5.9555,1.2949,6.7850,110.780,6.8580,0.9630,29.260,30.240,0.6456,4.289
07/01/2011,1.0046,1.6850,0.9932,6.6276,5.7555,7.7714,45.35,83.04,1120.20,3.0680,12.244,1.3189,5.9688,1.2945,6.8050,110.800,6.8977,0.9650,29.360,30.320,0.6427,4.289
10/01/2011,1.0064,1.6921,0.9923,6.6364,5.7540,7.7774,45.36,82.78,1128.10,3.0780,12.240,1.3104,5.9766,1.2986,6.8336,110.750,6.8793,0.9686,29.260,30.630,0.6417,4.289
11/01/2011,1.0129,1.6899,0.9901,6.6185,5.7389,7.7759,45.08,83.36,1124.00,3.0700,12.177,1.3156,5.9497,1.2938,6.8730,110.600,6.8374,0.9755,29.130,30.510,0.6399,4.289
12/01/2011,1.0066,1.6761,0.9864,6.6037,5.7011,7.7737,45.02,83.29,1111.60,3.0608,12.059,1.3161,5.9159,1.2892,6.8305,110.700,6.7707,0.9717,29.180,30.370,0.6363,4.289
13/01/2011,0.9997,1.6666,0.9866,6.6044,5.5743,7.7738,45.02,82.72,1111.20,3.0530,12.089,1.2987,5.8466,1.2842,6.8040,110.720,6.6903,0.9624,28.980,30.370,0.6301,4.289
14/01/2011,1.0115,1.6819,0.9902,6.5876,5.5894,7.7741,45.41,82.99,1114.55,3.0580,12.058,1.3021,5.8647,1.2886,6.9391,110.720,6.6924,0.9657,29.020,30.490,0.6300,4.289
17/01/2011,,,,,,,,,,,,,,,6.9391,,,,,,,
18/01/2011,1.0020,1.6725,0.9912,6.5828,5.5605,7.7773,45.32,82.66,1111.00,3.0560,12.045,1.2979,5.8356,1.2824,6.9150,110.780,6.6582,0.9633,29.020,30.460,0.6250,4.289
19/01/2011,0.9970,1.6704,0.9938,6.5823,5.5214,7.7775,45.50,82.03,1113.20,3.0510,12.068,1.2953,5.8120,1.2815,6.9701,110.780,6.6030,0.9585,29.020,30.460,0.6254,4.289
20/01/2011,1.0134,1.6735,1.0001,6.5852,5.5428,7.7858,45.77,83.02,1124.10,3.0510,12.080,1.3224,5.8775,1.2887,7.0776,110.900,6.6683,0.9656,29.240,30.620,0.6299,4.289
21/01/2011,1.0109,1.6705,0.9943,6.5831,5.4881,7.7891,45.58,82.63,1118.00,3.0600,12.057,1.3193,5.8129,1.2830,7.0500,111.000,6.6026,0.9590,29.080,30.690,0.6251,4.289
24/01/2011,0.9999,1.6695,0.9933,6.5809,5.4573,7.7978,45.51,82.44,1118.00,3.0540,12.042,1.3084,5.7811,1.2806,7.0165,110.820,6.5745,0.9488,29.050,30.890,0.6252,4.289
25/01/2011,1.0091,1.6700,0.9984,6.5824,5.4628,7.7922,45.70,82.35,1121.60,3.0510,12.086,1.3089,5.7694,1.2819,7.0750,110.850,6.5468,0.9451,29.020,30.940,0.6322,4.289
26/01/2011,1.0052,1.6682,0.9954,6.5814,5.4444,7.7859,45.46,82.27,1116.00,3.0500,12.039,1.3050,5.7554,1.2793,7.0951,110.750,6.4711,0.9436,29.060,30.800,0.6295,4.298
27/01/2011,1.0094,1.6746,0.9940,6.5814,5.4440,7.7876,45.68,83.03,1114.30,3.0515,12.042,1.2957,5.7992,1.2791,7.0387,111.050,6.4493,0.9464,29.030,30.920,0.6287,4.289
28/01/2011,1.0075,1.6845,0.9989,6.5819,5.4767,7.7927,45.83,82.03,1115.60,3.0540,12.140,1.2947,5.8295,1.2841,7.1710,111.050,6.5284,0.9429,29.050,31.010,0.6314,4.289
31/01/2011,1.0024,1.6739,1.0020,6.6017,5.4350,7.7926,45.92,81.97,1119.10,3.0600,12.154,1.2928,5.7759,1.2794,7.1776,110.850,6.4318,0.9402,29.030,30.860,0.6234,4.289
01/02/2011,0.9879,1.6620,0.9921,6.5937,5.4045,7.7913,45.65,81.48,1113.60,3.0600,12.005,1.2821,5.7199,1.2712,7.1433,110.750,6.3879,0.9388,29.020,30.870,0.6202,4.289
02/02/2011,0.9938,1.6641,0.9883,6.5560,5.4104,7.7862,45.55,81.82,1113.60,3.0420,12.028,1.2830,5.7371,1.2720,7.1715,110.900,6.4451,0.9406,29.020,30.860,0.6185,4.289
03/02/2011,0.9859,1.6676,0.9901,6.5560,5.4594,7.7859,45.66,81.48,1113.60,3.0420,12.040,1.2925,5.7343,1.2741,7.2880,110.800,6.4713,0.9435,29.030,30.900,0.6189,4.289
04/02/2011,0.9863,1.6745,0.9899,6.5560,5.4869,7.7863,45.60,81.99,1113.60,3.0420,11.998,1.3007,5.7586,1.2746,7.2570,110.700,6.4873,0.9557,29.030,30.800,0.6215,4.289
07/02/2011,0.9863,1.6780,0.9885,6.5600,5.4989,7.7841,45.35,82.40,1103.60,3.0360,11.970,1.2977,5.7838,1.2742,7.2485,110.750,6.4737,0.9569,29.030,30.700,0.6207,4.289
08/02/2011,0.9827,1.6679,0.9905,6.5520,5.4466,7.7823,45.15,81.92,1100.90,3.0320,11.982,1.2862,5.7381,1.2716,7.1639,110.920,6.4011,0.9570,28.900,30.680,0.6215,4.289
09/02/2011,0.9906,1.6621,0.9946,6.5914,5.4469,7.7848,45.36,82.47,1107.40,3.0370,12.057,1.2967,5.7710,1.2736,7.2288,110.900,6.4362,0.9611,28.780,30.710,0.6215,4.289
10/02/2011,0.9939,1.6670,0.9955,6.5864,5.4677,7.7899,45.64,83.11,1120.90,3.0440,12.076,1.3024,5.8176,1.2768,7.2565,110.980,6.4583,0.9659,28.930,30.790,0.6199,4.289
11/02/2011,0.9999,1.6655,0.9900,6.5917,5.5152,7.7945,45.60,83.52,1126.30,3.0510,12.067,1.3172,5.8660,1.2829,7.3075,111.000,6.4907,0.9755,29.170,30.770,0.6255,4.289
14/02/2011,0.9976,1.6665,0.9883,6.5965,5.5340,7.7952,45.44,83.32,1125.90,3.0520,12.045,1.3214,5.8404,1.2821,7.3085,110.750,6.5005,0.9708,29.350,30.720,0.6241,4.289
15/02/2011,1.0011,1.6680,0.9885,6.5884,5.5252,7.7941,45.41,83.79,1121.30,3.0520,12.130,1.3303,5.8287,1.2800,7.3050,110.750,6.4828,0.9677,29.430,30.690,0.6200,4.289
16/02/2011,1.0016,1.6724,0.9853,6.5884,5.5042,7.7898,45.40,83.73,1115.30,3.0430,12.088,1.3287,5.7558,1.2796,7.2435,110.750,6.4234,0.9616,29.430,30.600,0.6225,4.289
17/02/2011,0.9885,1.6605,0.9839,6.5850,5.4770,7.7872,45.25,83.25,1114.50,3.0440,12.044,1.3165,5.7070,1.2757,7.1860,110.750,6.4100,0.9508,29.420,30.590,0.6184,4.289
18/02/2011,0.9858,1.6645,0.9827,6.5731,5.4518,7.7844,45.10,83.22,1111.00,3.0330,12.009,1.3099,5.6727,1.2736,7.1200,110.850,6.3946,0.9483,29.400,30.550,0.6156,4.289
21/02/2011,,,,,,,,,,,,,,,7.1200,,,,,,,
22/02/2011,1.0008,1.6660,0.9860,6.5795,5.4558,7.7925,45.15,82.94,1125.35,3.0410,12.098,1.3351,5.6769,1.2791,7.1400,110.900,6.4301,0.9393,29.530,30.600,0.6200,4.289
23/02/2011,0.9999,1.6737,0.9922,6.5741,5.4187,7.7945,45.06,82.39,1125.20,3.0460,12.182,1.3417,5.6274,1.2772,7.1265,110.650,6.3941,0.9320,29.570,30.590,0.6165,4.289
24/02/2011,0.9913,1.6617,0.9842,6.5720,5.4048,7.7957,45.40,81.67,1130.55,3.0640,12.176,1.3376,5.6006,1.2756,7.0680,110.740,6.3889,0.9252,29.760,30.600,0.6209,4.289
25/02/2011,0.9847,1.6597,0.9808,6.5749,5.4192,7.7933,45.26,81.76,1125.00,3.0510,12.126,1.3308,5.6568,1.2727,6.9876,110.750,6.4289,0.9282,29.740,30.620,0.6220,4.289
28/02/2011,0.9829,1.6598,0.9737,6.5713,5.4054,7.7883,45.18,81.94,1123.70,3.0490,12.113,1.3294,5.6138,1.2720,6.9538,110.750,6.3442,0.9305,29.740,30.570,0.6155,4.289
01/03/2011,0.9843,1.6600,0.9742,6.5700,5.3973,7.7887,44.82,81.86,1123.50,3.0330,12.088,1.3319,5.5778,1.2707,6.9396,110.700,6.3122,0.9284,29.540,30.520,0.6132,4.289
02/03/2011,0.9845,1.6600,0.9733,6.5723,5.3748,7.7897,44.81,81.62,1121.00,3.0345,12.111,1.3473,5.5499,1.2694,6.8885,110.700,6.3185,0.9220,29.630,30.520,0.6131,4.289
03/03/2011,0.9871,1.6550,0.9746,6.5717,5.3462,7.7891,45.04,82.41,1115.40,3.0300,12.030,1.3508,5.5719,1.2680,6.9010,110.650,6.3249,0.9306,29.470,30.450,0.6148,4.289
04/03/2011,0.9890,1.6432,0.9715,6.5670,5.3315,7.7879,44.89,82.35,1117.50,3.0280,12.007,1.3574,5.5728,1.2665,6.8901,110.350,6.3447,0.9263,29.360,30.440,0.6154,4.289
07/03/2011,0.9891,1.6532,0.9737,6.5540,5.3356,7.7858,44.95,82.12,1115.35,3.0290,12.032,1.3581,5.5594,1.2655,6.8780,110.250,6.3557,0.9256,29.350,30.390,0.6171,4.289
08/03/2011,0.9888,1.6542,0.9712,6.5684,5.3591,7.7875,45.03,82.69,1115.00,3.0320,12.001,1.3497,5.5828,1.2675,6.8833,110.000,6.3658,0.9346,29.420,30.330,0.6187,4.289
09/03/2011,0.9890,1.6553,0.9686,6.5580,5.3630,7.7867,44.88,82.78,1114.45,3.0315,11.968,1.3517,5.5745,1.2675,6.8675,109.950,6.3370,0.9298,29.350,30.290,0.6172,4.289
10/03/2011,0.9983,1.6589,0.9729,6.5731,5.3953,7.7890,45.17,82.98,1123.70,3.0345,11.964,1.3589,5.6547,1.2715,6.8875,109.980,6.3893,0.9320,29.460,30.380,0.6225,4.289
11/03/2011,0.9891,1.6612,0.9732,6.5742,5.3792,7.7877,45.24,81.77,1126.00,3.0380,11.921,1.3425,5.6303,1.2682,6.8790,110.000,6.3695,0.9276,29.560,30.360,0.6237,4.289
14/03/2011,0.9928,1.6658,0.9758,6.5696,5.3355,7.7910,44.99,81.65,1127.00,3.0365,11.919,1.3559,5.6061,1.2675,6.8510,110.150,6.3496,0.9253,29.480,30.330,0.6180,4.289
15/03/2011,1.0101,1.6673,0.9831,6.5730,5.3397,7.7959,45.22,80.82,1135.60,3.0650,12.003,1.3693,5.6545,1.2805,6.9682,110.400,6.4153,0.9187,29.540,30.410,0.6225,4.289
16/03/2011,1.0161,1.6685,0.9921,6.5713,5.3572,7.7962,45.00,80.17,1132.60,3.0490,12.084,1.3710,5.6685,1.2817,7.0070,110.150,6.4762,0.9120,29.530,30.380,0.6239,4.289
17/03/2011,1.0180,1.6723,0.9886,6.5743,5.3183,7.8012,45.12,78.74,1133.10,3.0530,12.100,1.3873,5.6555,1.2782,7.0705,110.300,6.4105,0.8998,29.550,30.260,0.6195,4.289
18/03/2011,1.0047,1.6727,0.9846,6.5689,5.2737,7.7999,45.06,81.14,1126.00,3.0510,12.058,1.3704,5.5942,1.2744,6.9880,110.400,6.3080,0.9025,29.590,30.270,0.6178,4.289
21/03/2011,0.9956,1.6638,0.9772,6.5635,5.2572,7.7983,44.98,81.11,1121.50,3.0310,11.991,1.3646,5.5586,1.2672,6.9351,110.350,6.2844,0.9057,29.560,30.250,0.6144,4.289
22/03/2011,0.9883,1.6632,0.9769,6.5510,5.2472,7.7925,44.95,81.00,1120.60,3.0280,11.987,1.3488,5.5689,1.2631,6.8882,110.300,6.3009,0.9041,29.560,30.190,0.6102,4.289
23/03/2011,0.9896,1.6609,0.9820,6.5591,5.2796,7.7925,44.80,80.94,1124.10,3.0255,12.004,1.3519,5.5895,1.2654,6.9190,110.350,6.3372,0.9064,29.570,30.270,0.6155,4.289
